Index, Position, Quaternion, EulerAngles, Scale, Label
0, (2.04, -0.56, -15.00), (0.29188, 0.00698, 0.87892, 0.37718), (12.00, 32.00, 137.00), 1.765472, FracturePlate_1x_MedScrewCut1
0, (3.59, -2.34, -15.00), (-0.79554, -0.51343, 0.27711, -0.16347), (33.00, 199.00, 120.00), 2.356252, Lat_Ins
1, (-0.76, 0.24, -15.00), (-0.09899, 0.94053, 0.30951, 0.09899), (323.00, 171.00, 351.00), 1.695708, Lat_Ins2
1, (-0.03, -1.19, -15.00), (-0.49225, 0.16091, 0.53564, 0.66700), (304.00, 326.00, 96.00), 1.537856, FracturePlate_1x_LatScrewCut1 (1)
1, (4.90, -0.42, -15.00), (-0.60303, 0.42702, -0.67022, -0.06937), (41.00, 97.00, 214.00), 1.272506, Med_Ins
1, (3.57, 2.75, -15.00), (-0.60333, 0.27409, 0.35539, 0.65921), (278.00, 331.00, 82.00), 2.577935, Lat_Ins
1, (5.62, -1.72, -15.00), (0.26865, -0.42170, 0.73040, 0.46532), (60.00, 0.00, 115.00), 1.299361, FracturePlate_1x_LatScrewCut1
2, (-1.18, 0.37, -15.00), (0.45984, 0.49191, 0.51540, -0.53003), (276.00, 333.00, 296.00), 1.049392, Med_Ins
2, (1.77, 2.32, -15.00), (-0.55815, -0.76967, 0.30828, 0.03240), (26.00, 206.00, 78.00), 0.9798068, FracturePlate_1x_LatScrewCut1
3, (6.49, -0.23, -15.00), (0.43494, 0.54866, -0.35292, 0.62068), (68.00, 87.00, 6.00), 2.94525, FracturePlate_1x_LatScrewCut1 (1)
3, (-1.18, 2.23, -15.00), (-0.05962, -0.71022, -0.23074, 0.66241), (336.00, 269.00, 346.00), 2.258463, FracturePlate_1x_LatScrewCut1
3, (4.21, -0.72, -15.00), (-0.30819, 0.76955, -0.22733, 0.51101), (2.00, 112.00, 315.00), 2.875304, Med_Ins
4, (0.77, -2.13, -15.00), (0.43229, -0.44967, 0.63224, 0.45957), (75.00, 31.00, 132.00), 2.761151, Med_Ins
4, (-5.72, -1.96, -15.00), (0.41127, -0.34595, 0.66578, -0.51760), (2.00, 65.00, 257.00), 2.905711, FracturePlate_1x_LatScrewCut1
4, (-3.56, -1.97, -15.00), (-0.00528, 0.90294, 0.41849, -0.09769), (311.00, 196.00, 352.00), 1.413762, Lat_Ins2
5, (0.94, 0.35, -15.00), (0.01970, 0.71164, -0.63867, 0.29204), (67.00, 92.00, 298.00), 2.624966, FracturePlate_1x_LatScrewCut1
5, (3.97, -0.99, -15.00), (0.69438, -0.02775, 0.03393, 0.71827), (88.00, 12.00, 17.00), 1.805004, Med_Ins
5, (1.18, -2.71, -15.00), (-0.25496, 0.12539, -0.39986, -0.87143), (33.00, 359.00, 49.00), 1.22159, Lat_Ins2
5, (-5.92, 1.68, -15.00), (-0.66859, 0.11663, -0.04317, 0.73316), (284.00, 71.00, 295.00), 2.626607, FracturePlate_1x_MedScrewCut1
8, (-5.91, -1.76, -15.00), (0.81001, 0.57964, 0.08104, 0.03645), (358.00, 170.00, 109.00), 1.343319, Med_Ins (2)
8, (3.01, -0.66, -15.00), (0.88025, 0.13546, 0.00692, 0.45471), (53.00, 167.00, 156.00), 2.899483, FracturePlate_1x_MedScrewCut1
8, (4.52, -1.88, -15.00), (0.24264, -0.89090, 0.29325, 0.24785), (40.00, 203.00, 338.00), 2.593371, FracturePlate_1x_MedScrewCut1 (1)
9, (-4.91, -2.88, -15.00), (-0.36151, 0.09847, -0.90040, 0.22113), (1.00, 44.00, 208.00), 2.92018, FracturePlate_1x_MedScrewCut1 (1)
9, (4.55, -1.02, -15.00), (0.47151, -0.55402, 0.40328, 0.55507), (76.00, 256.00, 342.00), 2.156333, FracturePlate_1x_LatScrewCut1
9, (0.71, -0.12, -15.00), (0.82576, 0.09382, 0.18817, 0.52336), (56.00, 133.00, 141.00), 2.366707, Lat_Ins2
9, (0.01, 2.56, -15.00), (-0.17621, -0.85570, 0.39395, 0.28554), (35.00, 230.00, 40.00), 1.030013, FracturePlate_1x_LatScrewCut1 (1)
11, (-2.21, 1.58, -15.00), (0.77941, 0.39056, 0.39056, -0.29572), (310.00, 144.00, 144.00), 2.868298, Med_Ins
11, (-2.15, 2.14, -15.00), (-0.80124, 0.01527, -0.54147, 0.25415), (337.00, 108.00, 199.00), 1.733618, Lat_Ins2
11, (-3.39, -1.07, -15.00), (-0.05465, -0.71435, 0.69637, 0.04234), (82.00, 259.00, 80.00), 2.911024, FracturePlate_1x_MedScrewCut1 (1)
11, (5.78, -0.70, -15.00), (-0.68795, -0.26375, -0.57776, 0.35122), (308.00, 98.00, 184.00), 2.650707, FracturePlate_1x_LatScrewCut1
12, (2.96, -1.18, -15.00), (0.55264, 0.74964, -0.08192, 0.35485), (31.00, 149.00, 64.00), 2.688196, FracturePlate_1x_LatScrewCut1
12, (-2.78, 1.29, -15.00), (0.60902, -0.39396, 0.37601, 0.57664), (87.00, 176.00, 242.00), 2.582807, FracturePlate_1x_LatScrewCut1 (1)
12, (-1.92, 0.49, -15.00), (-0.71288, 0.00211, -0.00211, 0.70128), (271.00, 160.00, 200.00), 0.8934872, FracturePlate_1x_MedScrewCut1 (1)
12, (-5.78, -2.65, -15.00), (-0.52725, 0.43093, 0.50487, 0.53048), (276.00, 314.00, 129.00), 0.8345481, Med_Ins
13, (0.67, 2.94, -15.00), (-0.55472, -0.38936, -0.44110, 0.58832), (275.00, 21.00, 267.00), 1.084489, Lat_Ins2
13, (-1.42, 0.74, -15.00), (0.91306, 0.27139, 0.27139, 0.13790), (6.00, 145.00, 145.00), 1.937688, Med_Ins (2)
13, (2.90, 2.18, -15.00), (0.21352, -0.27519, 0.93094, 0.10966), (34.00, 24.00, 174.00), 2.961304, FracturePlate_1x_MedScrewCut1
13, (-1.05, -2.43, -15.00), (-0.45274, 0.12016, 0.57948, 0.66692), (312.00, 327.00, 97.00), 1.483953, FracturePlate_1x_LatScrewCut1
14, (-3.12, 2.96, -15.00), (0.59969, -0.32840, 0.08905, 0.72429), (68.00, 280.00, 315.00), 2.319097, FracturePlate_1x_LatScrewCut1
